,lon,lat,ele,sun,hum,pre,rai,N,cod
1390,75.2147222222,-7.86277777778,70,0,0,3,6,2,26240100
1391,75.3963888889,-7.28583333333,150,0,0,10,3,2,26240150
1392,75.1958333333,-7.96222222222,500,0,0,3,1,2,26240160
1393,75.4483333333,-7.5625,175,0,0,10,3,2,26240170
1394,75.3477777778,-7.57888888889,95,0,0,4,6,2,26250030
1395,75.3275,-7.36972222222,125,0,0,4,3,2,26250060
1396,75.2641666667,-7.47388888889,190,0,0,4,3,2,26250110
1397,75.4422222222,-7.15722222222,1200,2,1,4,3,4,26255020
1398,75.1166666667,-7.98333333333,55,1,1,3,6,4,26255040
1399,75.705,-6.17833333333,2164,0,0,3,3,2,27010770
1400,75.6072222222,-6.39972222222,2600,0,0,7,6,2,27010800
1401,75.5166666667,-6.19666666667,2550,0,0,3,3,2,27010810
1402,75.4536111111,-6.36833333333,1600,0,0,7,3,2,27010820
1403,75.5155555556,-6.56305555556,2320,0,0,7,3,2,27010830
1404,75.2463888889,-6.60194444444,1900,0,0,3,3,2,27010840
1405,75.0772222222,-6.90555555556,1530,0,0,3,3,2,27010850
1406,75.6683333333,-6.60916666667,2540,0,0,6,3,2,27010870
1407,75.3922222222,-6.70277777778,2630,0,0,3,3,2,27010880
1408,75.0383333333,-6.95888888889,1550,0,0,3,3,2,27010890
1409,75.2197222222,-6.67777777778,1850,0,0,3,3,2,27010900
1410,74.9019444444,-6.89861111111,1100,0,0,3,3,2,27010960
1411,74.8216666667,-7.15861111111,600,0,0,10,3,2,27011100
1412,75.6758333333,-6.25722222222,2450,0,0,6,3,2,27011110
1413,75.6575,-6.31611111111,2300,0,0,3,3,2,27011120
1414,75.5888888889,-6.22055555556,1490,1,2,7,3,4,27015070
1415,75.5525,-6.32111111111,1438,1,2,7,3,4,27015090
1416,75.8269444444,-6.53388888889,2600,1,1,7,3,4,27015110
1417,75.3966666667,-6.41388888889,1500,0,1,7,3,3,27015150
1418,75.1469444444,-6.54083333333,1700,1,1,10,3,4,27015190
1419,75.6244444444,-6.04833333333,1680,1,1,3,3,4,27015260
1420,75.0797222222,-7.14694444444,950,0,0,10,3,2,27020170
1421,75.4155555556,-6.95583333333,2400,0,0,3,3,2,27020190
1422,75.3555555556,-7.07055555556,2400,0,0,3,3,2,27020200
1423,75.3322222222,-6.88305555556,1650,0,0,3,6,2,27020210
1424,75.4836111111,-6.81361111111,2750,0,0,3,3,2,27020220
1425,75.3019444444,-7.24666666667,1000,0,0,10,3,2,27020260
1426,75.1502777778,-7.07194444444,1610,1,1,3,3,4,27025030
1427,74.8138888889,-7.90416666667,40,0,0,10,6,2,27030040
1428,74.715,-7.06805555556,650,0,0,3,6,2,27030080
1429,74.8391666667,-7.31916666667,220,0,0,10,3,2,27030090
1430,74.8077777778,-7.23611111111,100,0,0,10,6,2,27030140
1431,74.8722222222,-7.48611111111,50,0,0,4,6,2,27030210
1432,74.6,-7.11666666667,240,0,0,3,0,1,27030240
1433,74.9525,-7.53083333333,125,0,0,10,6,2,27040020
1434,74.8530555556,-7.75111111111,100,0,0,4,6,2,27040030
1435,74.9336111111,-7.80888888889,400,1,1,3,6,4,27045020
1436,73.2413888889,-10.4819444444,160,0,0,5,1,2,28010020
1437,73.0286111111,-10.3938888889,740,0,0,3,6,2,28010040
1438,73.4669444444,-10.1852777778,120,0,0,7,1,2,28010070
1439,73.2283333333,-10.7263888889,450,0,0,7,1,2,28010090
1440,73.3,-10.5333333333,450,0,0,7,1,2,28010140
1441,73.1355555556,-10.8516666667,594,0,0,5,1,2,28010200
1442,73.0030555556,-10.7522222222,300,0,0,5,1,2,28010290
1443,72.9986111111,-10.6158333333,340,0,0,5,1,2,28010340
1444,73.3538888889,-10.7011111111,800,0,0,3,6,2,28010360
1445,73.3283333333,-10.4922222222,180,0,0,5,1,2,28010370
1446,73.0086111111,-10.5597222222,255,4,2,5,6,4,28015070
1447,73.4655555556,-9.85055555556,60,0,0,7,1,2,28020080
1448,73.6686111111,-10.0297222222,60,0,0,7,1,2,28020150
1449,73.3,-9.73333333333,100,0,0,7,1,2,28020230
1450,73.15,-10.1,200,0,0,7,6,2,28020310
1451,73.32,-10.1863888889,150,0,0,7,1,2,28020410
1452,73.6511111111,-9.92416666667,70,0,0,7,1,2,28020420
1453,73.2872222222,-9.91805555556,80,0,0,7,1,2,28020440
1454,73.2433333333,-10.0444444444,90,0,0,7,1,2,28020460
1455,73.2216666667,-10.1522222222,140,0,0,7,1,2,28020590
1456,73.3608333333,-9.85666666667,150,0,0,7,1,2,28020600
1457,73.1313888889,-10.2713888889,350,0,2,7,6,3,28025020
1458,73.2527777778,-10.0041666667,180,4,2,7,6,4,28025070
1459,73.2405555556,-9.68666666667,170,4,2,7,6,4,28025080
1460,73.2691666667,-9.85277777778,100,0,2,7,6,3,28025090
1461,73.7316666667,-10.0886111111,220,0,0,5,1,2,28030190
1462,73.4411111111,-10.3508333333,244,0,0,5,1,2,28030220
1463,73.5472222222,-10.1927777778,70,4,2,7,1,4,28035010
1464,73.3194444444,-10.3630555556,110,4,2,5,1,4,28035020
1465,73.2494444444,-10.4394444444,138,4,2,5,1,4,28035030
1466,73.6475,-9.90472222222,50,4,2,7,1,4,28035040
1467,73.5888888889,-10.4177777778,1000,0,0,3,6,2,28040010
1468,73.8847222222,-9.97555555556,130,0,0,5,1,2,28040030
1469,73.9586111111,-9.93083333333,80,0,0,5,1,2,28040070
1470,74.2730555556,-10.2336111111,100,0,0,7,1,2,28040100
1471,74.2125,-10.0333333333,140,0,0,5,1,2,28040140
1472,74.0405555556,-10.2852777778,140,0,0,7,1,2,28040150
1473,73.7883333333,-10.035,150,0,0,7,1,2,28040270
1474,73.85,-9.75,120,0,0,7,1,2,28040300
1475,73.745,-9.77805555556,110,0,0,7,1,2,28040310
1476,73.9588888889,-9.7025,135,0,0,7,1,2,28040320
1477,73.7491666667,-9.65694444444,36,0,0,7,1,2,28040350
1478,74.0766666667,-9.86083333333,100,0,0,7,1,2,28040360
1479,73.9394444444,-9.91,50,0,0,7,1,2,28040400
1480,74.8152777778,-9.74944444444,15,0,0,5,1,2,29010050
1481,74.9522222222,-9.74111111111,80,0,0,5,1,2,29010120
1482,74.8522222222,-9.81444444444,20,0,0,5,1,2,29010130
1483,75.1063888889,-9.71555555556,152,4,2,5,6,4,29015020
1484,74.9730555556,-10.0372222222,75,0,2,5,1,3,29015030
1485,74.4238888889,-10.3213888889,60,0,0,7,1,2,29020020
1486,75.3544444444,-10.2502777778,60,0,0,5,1,2,29030040
1487,75.1616666667,-10.4038888889,20,0,0,5,1,2,29030050
1488,75.3191666667,-10.0044444444,5,0,0,7,1,2,29030080
1489,75.1083333333,-10.6061111111,20,0,0,5,1,2,29030140
1490,75.2502777778,-9.86805555556,70,0,0,7,6,2,29030150
1491,75.4002777778,-9.96916666667,12,0,0,5,1,2,29030160
1492,75.2019444444,-10.2002777778,10,0,0,5,1,2,29030170
1493,75.1352777778,-10.0997222222,70,0,0,7,1,2,29030200
1494,75.1313888889,-10.4336111111,15,0,0,5,1,2,29030270
1495,75.2002777778,-10.0858333333,50,0,0,3,1,2,29030280
1496,75.25,-9.88333333333,90,0,0,3,6,2,29030300
1497,75.4175,-9.93388888889,10,0,0,7,1,2,29030310
1498,75.4025,-10.1008333333,5,0,0,5,1,2,29030320
1499,75.5511111111,-10.2341666667,1,0,0,5,1,2,29030370
1500,75.3886111111,-9.87972222222,10,0,0,7,1,2,29030380
1501,75.15,-10.4833333333,10,0,0,5,1,2,29030390
1502,75.1308333333,-10.505,10,0,0,5,1,2,29030410
1503,75.2352777778,-10.1508333333,8,0,0,5,1,2,29030430
1504,75.2622222222,-9.93277777778,60,0,0,7,6,2,29030450
1505,75.3166666667,-9.8,60,0,0,7,6,2,29030470
1506,75.3105555556,-9.85527777778,60,0,0,7,6,2,29030480
1507,75.3166666667,-9.81666666667,60,0,0,7,6,2,29030490
1508,75.2158333333,-9.87388888889,60,0,0,7,6,2,29030500
1509,75.2855555556,-9.87083333333,60,0,0,7,6,2,29030510
1510,75.2169444444,-9.94916666667,70,0,0,3,6,2,29030520
1511,75.2458333333,-9.93555555556,60,0,0,7,1,2,29030530
1512,75.1861111111,-9.95833333333,100,0,0,7,6,2,29030570
1513,75.1166666667,-10.5166666667,9,0,0,5,1,2,29030640
1514,75.15,-10.5,10,0,0,5,1,2,29030650
1515,75.35,-9.93333333333,10,0,0,3,1,2,29030710
1516,75.2525,-10.0086111111,60,0,0,3,6,2,29030780
1517,75.3263888889,-9.87944444444,60,5,1,7,6,4,29035030
1518,75.3508333333,-9.94055555556,13,4,1,5,1,4,29035040
1519,75.1191666667,-10.5002777778,10,4,2,5,1,4,29035070
1520,74.9544444444,-10.4533333333,10,4,1,5,1,4,29035080
1521,75.2586111111,-10.0430555556,20,4,1,7,6,4,29035110
1522,74.95,-10.3166666667,5,0,0,5,0,1,29035130
1523,75.2780555556,-10.1425,10,4,1,5,1,4,29035170
1524,75.2797222222,-9.92833333333,60,0,0,7,6,2,29035180
1525,74.9077777778,-10.7083333333,100,0,0,5,1,2,29040020
1526,74.7705555556,-10.6416666667,8,0,0,5,1,2,29040070
1527,74.8577777778,-10.7788888889,80,0,0,5,1,2,29040080
1528,74.9188888889,-10.6366666667,100,0,0,5,1,2,29040190
1529,74.8905555556,-10.5216666667,45,0,0,5,1,2,29040200
1530,74.9694444444,-10.9883333333,5,0,0,5,1,2,29040230
1531,74.9980555556,-10.7613888889,100,0,0,5,1,2,29040240
1532,74.8883333333,-10.3763888889,4,0,0,5,1,2,29040250
1533,74.8866666667,-10.455,4,0,0,5,1,2,29040260
1534,74.9777777778,-10.3708333333,4,0,0,5,1,2,29040270
1535,74.9716666667,-10.5577777778,100,0,0,5,1,2,29040290
1536,74.8222222222,-10.5077777778,5,0,0,5,1,2,29040300
1537,74.92,-10.2777777778,8,0,0,5,1,2,29040310
1538,74.7797222222,-10.8833333333,14,4,1,5,6,4,29045020
1539,75.0488888889,-10.8463888889,20,0,1,7,6,3,29045110
1540,74.8236111111,-11.0427777778,2,4,1,5,1,4,29045120
1541,74.7319444444,-10.3441666667,41,0,0,5,1,2,29050010
1542,74.79,-10.4875,15,0,0,5,1,2,29050020
1543,74.3752777778,-10.6486111111,20,0,0,7,1,2,29060030
1544,74.1822222222,-10.5241666667,40,0,0,7,1,2,29060040
1545,74.0730555556,-10.6513888889,450,0,0,3,1,2,29060060
1546,74.0266666667,-10.8080555556,800,0,0,3,6,2,29060070
1547,74.6866666667,-11.0080555556,2,0,0,7,1,2,29060080
1548,73.6,-10.5666666667,2000,0,0,5,6,2,29060090
1549,74.1077777778,-10.4025,75,0,0,7,1,2,29060100
1550,74.3616666667,-10.9761111111,2,0,0,5,1,2,29060120
1551,74.1922222222,-10.6627777778,25,0,0,7,1,2,29060140
1552,74.2238888889,-10.5736111111,20,0,0,7,1,2,29060150
1553,74.1883333333,-10.8908333333,25,0,0,7,1,2,29060160
1554,74.2927777778,-10.6305555556,20,0,0,5,1,2,29060170
1555,74.3061111111,-10.7425,25,0,0,7,1,2,29060180
1556,74.2552777778,-10.6105555556,26,0,0,7,1,2,29060190
1557,74.1869444444,-10.5405555556,30,0,0,7,1,2,29060200
1558,74.2033333333,-10.965,23,0,0,5,1,2,29060210
1559,74.1833333333,-10.8166666667,24,0,0,7,1,2,29060220
1560,74.1636111111,-10.835,25,0,0,7,1,2,29060230
1561,74.2244444444,-10.7002777778,20,0,0,7,1,2,29060240
1562,74.2188888889,-10.7288888889,20,0,0,5,1,2,29060250
1563,74.2716666667,-10.7225,25,0,0,5,1,2,29060270
1564,74.2125,-10.8836111111,25,0,0,5,1,2,29060280
1565,74.1666666667,-10.7666666667,25,0,0,7,1,2,29060290
1566,74.2525,-10.9333333333,5,0,0,7,1,2,29060310
1567,74.1111111111,-10.7497222222,20,0,0,7,1,2,29060330
1568,74.0255555556,-10.7733333333,1200,0,0,3,6,2,29060340
1569,74.2927777778,-10.5975,30,0,0,7,1,2,29060350
1570,74.6636111111,-10.5905555556,10,0,0,5,1,2,29060540
1571,74.1880555556,-10.845,20,0,0,7,1,2,29060550
1572,74.1777777778,-10.3844444444,50,0,0,7,1,2,29060560
1573,74.1997222222,-10.7211111111,20,4,1,7,1,4,29065020
1574,74.1547222222,-10.7641666667,18,4,1,7,6,4,29065030
1575,74.5066666667,-10.51,20,0,1,5,1,3,29065080
1576,72.64,-2.37277777778,150,3,2,9,5,4,31015010
1577,67.8352777778,-3.9575,92,0,0,9,5,2,31090010
1578,67.9316666667,-3.8675,100,3,1,9,5,4,31095010
1579,74.1030555556,-2.56277777778,383,0,0,9,5,2,32010010
1580,74.3536111111,-3.24305555556,950,0,0,10,0,1,32020020
1581,73.9438888889,-2.3225,351,0,0,9,5,2,32030020
1582,73.7933333333,-2.17611111111,350,3,2,9,5,4,32035010
1583,73.9322222222,-2.43833333333,372,3,2,9,5,4,32035020
1584,73.5808333333,-2.35444444444,262,0,0,9,5,2,32040010
1585,73.1663888889,-2.37416666667,184,0,0,9,5,2,32040020
1586,73.9008333333,-3.53083333333,600,0,0,9,5,2,32060020
1587,73.8427777778,-3.79055555556,600,0,0,4,5,2,32060030
1588,73.8344444444,-3.74222222222,800,0,0,4,5,2,32060060
1589,74.0594444444,-3.57611111111,840,0,0,4,5,2,32060090
1590,74.0272222222,-3.52944444444,680,0,1,9,5,3,32065010
1591,73.75,-3.2,260,0,0,9,5,2,32070010
1592,73.5166666667,-3.25,240,0,0,9,5,2,32070020
1593,73.8919444444,-3.31638888889,500,0,0,9,5,2,32070030
1594,73.6333333333,-2.98333333333,245,0,0,9,5,2,32070040
1595,73.6333333333,-3.46666666667,300,0,0,9,5,2,32070060
1596,73.2263888889,-3.0875,191,0,0,9,5,2,32070080
1597,73.9166666667,-3.31666666667,440,0,0,9,5,2,32070090
1598,73.8919444444,-3.375,410,0,0,9,5,2,32070100
1599,73.8577777778,-3.47194444444,520,0,0,9,5,2,32070110
1600,74.0297222222,-3.45638888889,650,0,0,10,5,2,32070120
1601,73.7538888889,-3.12027777778,325,3,2,9,5,4,32075030
1602,73.7158333333,-3.51611111111,360,3,2,9,5,4,32075040
1603,74.0427777778,-3.38,620,3,2,9,5,4,32075050
1604,73.7,-3.36666666667,280,0,1,9,5,3,32075060
1605,73.3730555556,-3.2675,245,3,2,9,5,4,32075080
1606,73.2097222222,-2.94333333333,230,0,0,9,5,2,32080010
1607,73.0833333333,-2.83333333333,184,0,0,9,5,2,32080030
1608,72.8091666667,-2.83333333333,235,0,0,9,5,2,32080040
1609,72.13,-2.88972222222,158,0,0,9,5,2,32090010
1610,72.6469444444,-2.55277777778,165,3,1,9,5,4,32105070
1611,70.6666666667,-2.78333333333,125,0,0,9,5,2,32110010
1612,72.3697222222,-3.73388888889,168,0,0,9,5,2,32120010
1613,69.8936111111,-3.42361111111,100,0,0,9,5,2,32150040
1614,69.5880555556,-3.57166666667,98,0,0,9,5,2,32150050
1615,69.3605555556,-3.67055555556,97,0,0,9,5,2,32150060
1616,69.0552777778,-3.63694444444,96,0,0,9,5,2,32190010
1617,68.3247222222,-3.98833333333,94,0,0,9,5,2,32200010
1618,69.85,-4.4,125,0,0,9,0,1,33050010
1619,69.6058333333,-4.51611111111,90,0,0,9,5,2,33050020
1620,69.8033333333,-4.49472222222,125,3,2,9,5,4,33055010
1621,68.3636111111,-4.86583333333,87,0,0,9,5,2,33060010
1622,70.93,-4.55388888889,171,3,2,9,5,4,34015010
1623,67.8580555556,-5.35305555556,250,3,2,9,5,4,34035010
1624,69.1483333333,-5.11194444444,315,3,0,9,5,3,34035020
1625,72.9363888889,-4.105,182,0,0,9,5,2,35010010
1626,73.7655555556,-3.99444444444,525,0,0,10,5,2,35010020
1627,73.8144444444,-3.92416666667,800,0,0,4,5,2,35010040
1628,73.4005555556,-3.78666666667,230,0,0,9,5,2,35010060
1629,73.7586111111,-3.87833333333,525,0,0,10,5,2,35010070
1630,73.1497222222,-3.79388888889,200,0,0,9,5,2,35010080
1631,73.7008333333,-3.75027777778,420,0,0,9,5,2,35010090
1632,73.3491666667,-3.63055555556,250,3,2,9,5,4,35015050
1633,73.8233333333,-4.25444444444,1300,0,0,9,5,2,35020010
1634,73.7716666667,-4.19611111111,1000,0,0,10,5,2,35020020
1635,73.8,-4.11666666667,1200,0,0,10,5,2,35020030
1636,73.3677777778,-4.03972222222,260,0,0,9,5,2,35020060
1637,73.9333333333,-4.53333333333,1950,0,0,11,5,2,35020240
1638,73.9263888889,-4.52277777778,1950,0,0,11,5,2,35020280
1639,73.8902777778,-4.48638888889,1900,0,0,11,5,2,35020290
1640,74.0025,-4.25388888889,2300,0,0,11,5,2,35020300
1641,74.1458333333,-4.17222222222,2800,0,0,11,5,2,35020310
1642,74.05,-4.13333333333,2300,0,0,9,5,2,35020340
1643,73.95,-4.33333333333,2250,0,0,11,0,1,35020360
1644,73.8333333333,-4.65,3090,0,0,11,2,2,35020380
1645,73.8666666667,-4.68333333333,2400,0,0,11,5,2,35020390
1646,74.1333333333,-4.01666666667,2850,0,0,11,5,2,35020410
1647,74.0166666667,-4.4,2430,0,0,11,5,2,35020420
1648,73.4677777778,-4.05722222222,336,3,2,9,5,4,35025020
1649,74.0302777778,-4.48277777778,2980,0,1,11,5,3,35025050
1650,73.9813888889,-4.57527777778,3195,3,1,11,5,4,35025060
1651,74.1908333333,-4.19666666667,3150,3,1,11,5,4,35025070
1652,73.7113888889,-4.35194444444,1800,0,0,9,5,2,35030010
1653,73.6477777778,-4.31,1100,0,0,10,5,2,35030020
1654,73.6394444444,-4.12722222222,425,0,0,10,5,2,35030030
1655,73.6475,-4.16361111111,550,0,0,10,5,2,35030040
1656,73.4486111111,-4.09111111111,300,0,0,9,5,2,35030050
1657,73.9363888889,-4.44111111111,2100,0,0,11,5,2,35030080
1658,73.6177777778,-4.27472222222,1280,0,0,4,5,2,35030090
1659,73.6333333333,-4.15,470,0,0,10,5,2,35030100
1660,73.7333333333,-4.56666666667,3350,0,0,9,2,2,35030120
1661,73.75,-4.53333333333,3250,0,0,9,2,2,35030160
1662,73.7666666667,-4.55,3100,0,0,11,2,2,35030170
1663,73.7666666667,-4.66666666667,3620,0,0,9,2,2,35030180
1664,73.7666666667,-4.38333333333,3500,0,0,9,5,2,35030230
1665,73.6833333333,-4.4,3300,0,0,9,5,2,35030250
1666,73.65,-4.48333333333,2959,0,0,2,2,2,35030260
1667,73.6930555556,-4.18861111111,1091,0,0,4,5,2,35030290
1668,73.5166666667,-4.45,3300,0,0,9,5,2,35030300
1669,73.6202777778,-4.16333333333,423,3,2,10,5,4,35035020
1670,73.5819444444,-4.07666666667,340,3,2,3,5,4,35035070
1671,73.5463888889,-4.33861111111,870,0,0,4,5,2,35040010
1672,73.3575,-4.30027777778,305,3,2,9,5,4,35045020
1673,73.3469444444,-4.50638888889,480,0,0,9,5,2,35050010
1674,73.3958333333,-4.42305555556,426,0,0,10,5,2,35050020
1675,73.3011111111,-4.37694444444,280,3,2,10,5,4,35055010
1676,73.7069444444,-4.81,1965,0,0,11,5,2,35060020
1677,73.6686111111,-4.79222222222,2323,0,0,11,5,2,35060050
1678,73.5227777778,-4.69027777778,1733,0,0,9,5,2,35060090
1679,73.5205555556,-4.7125,1650,0,0,9,5,2,35060100
1680,73.4705555556,-4.72305555556,1791,0,0,9,5,2,35060120
1681,73.4819444444,-4.675,2003,0,0,9,5,2,35060130
1682,73.4447222222,-4.70472222222,2003,0,0,10,5,2,35060140
1683,73.6652777778,-4.70472222222,2878,0,0,9,5,2,35060150
1684,73.7691666667,-4.82861111111,2802,0,0,9,5,2,35060160
1685,73.6002777778,-4.88555555556,2502,0,0,9,5,2,35060170
1686,73.5283333333,-4.75222222222,1929,0,0,9,5,2,35060180
1687,73.7452777778,-4.85777777778,2963,0,0,9,5,2,35060200
1688,73.6413888889,-4.65,2100,0,0,9,5,2,35060210
1689,73.4197222222,-4.81555555556,1845,0,0,9,5,2,35060220
1690,73.4888888889,-4.78138888889,1943,0,0,9,5,2,35060230
1691,73.6097222222,-4.76416666667,2210,0,0,11,5,2,35060240
1692,73.4069444444,-4.79666666667,1649,0,0,9,5,2,35060250
1693,73.3919444444,-4.8525,1740,0,0,9,5,2,35060300
1694,73.7333333333,-4.18333333333,3500,0,0,9,2,2,35060400
1695,73.6463888889,-4.83027777778,1752,3,2,11,5,4,35065010
1696,73.3325,-5.39916666667,2360,0,0,11,5,2,35070010
1697,73.5197222222,-5.36694444444,2630,0,0,11,5,2,35070020
1698,73.3294444444,-5.31777777778,2400,0,0,11,5,2,35070030
1699,73.3958333333,-5.31527777778,2115,0,0,5,5,2,35070040
1700,73.4444444444,-5.21888888889,2300,0,0,11,5,2,35070050
1701,73.3497222222,-5.23277777778,2150,0,0,9,5,2,35070060
1702,73.3502777778,-5.16472222222,1900,0,0,9,5,2,35070070
1703,73.3683333333,-5.07861111111,1700,0,0,11,5,2,35070080
1704,73.3833333333,-5.01666666667,1550,0,0,9,5,2,35070090
1705,73.4327777778,-4.98277777778,1600,0,0,11,5,2,35070100
1706,73.4833333333,-4.97611111111,1580,0,0,11,5,2,35070110
1707,73.3166666667,-4.96666666667,1710,0,0,9,5,2,35070120
1708,73.3130555556,-4.95138888889,1200,0,0,9,5,2,35070130
1709,73.2,-4.73333333333,400,0,0,9,5,2,35070170
1710,73.2566666667,-4.86055555556,850,0,0,10,5,2,35070180
1711,73.3672222222,-4.88611111111,1850,0,0,9,5,2,35070190
1712,73.3833333333,-5.05,1600,0,0,11,5,2,35070200
1713,73.3955555556,-5.13916666667,2160,0,0,11,5,2,35070210
1714,73.3666666667,-5.41666666667,2110,0,0,11,5,2,35070220
1715,73.5791666667,-5.075,1815,0,0,11,5,2,35070230
1716,73.3797222222,-4.97083333333,1954,0,0,9,5,2,35070260
1717,73.3730555556,-5.42277777778,3250,0,0,11,5,2,35070310
1718,73.3,-4.9,1210,0,0,9,5,2,35070450
1719,73.35,-4.98333333333,1250,0,0,9,5,2,35070460
1720,73.41,-4.95027777778,2150,0,0,9,5,2,35070470
1721,73.5383333333,-5.00722222222,1854,0,0,11,5,2,35070480
1722,73.5841666667,-4.95916666667,2346,0,0,9,5,2,35070490
1723,73.3813888889,-4.99555555556,1430,0,0,11,5,2,35070500
1724,73.3502777778,-4.93138888889,1780,0,0,9,5,2,35070520
1725,73.4266666667,-5.05638888889,1830,0,0,11,5,2,35070550
1726,73.4563888889,-5.35361111111,2438,3,2,11,5,4,35075010
1727,73.4491666667,-5.02222222222,1930,3,2,11,5,4,35075020
1728,73.3491666667,-5.42222222222,2200,0,2,11,5,3,35075030
1729,73.3166666667,-4.94083333333,1300,3,1,9,5,4,35075040
1730,73.1691666667,-5.28277777778,1720,0,0,9,5,2,35080010
1731,73.0866666667,-5.18277777778,1370,0,0,9,5,2,35080030
1732,73.0530555556,-5.09611111111,1350,0,0,9,5,2,35080050
1733,73.2033333333,-5.01361111111,1600,0,0,9,5,2,35080060
1734,73.17,-4.82083333333,400,0,0,9,5,2,35080070
1735,73.2338888889,-4.86027777778,450,0,0,10,5,2,35080080
1736,73.2508333333,-5.10138888889,1790,0,0,9,5,2,35080100
1737,73.2586111111,-5.005,2250,0,0,9,5,2,35080110
1738,73.2166666667,-5.0,1820,0,0,9,5,2,35080120
1739,73.2333333333,-4.9,450,0,0,10,0,1,35080130
1740,73.25,-4.88333333333,850,0,0,10,5,2,35080140
1741,73.2036111111,-5.35833333333,2120,3,1,9,5,4,35085020
1742,73.1447222222,-5.1925,1640,0,1,9,5,3,35085040
1743,73.1036111111,-5.03444444444,1300,0,1,9,5,3,35085050
1744,72.9486111111,-5.4775,3047,0,0,11,5,2,35090010
1745,73.0475,-4.90472222222,390,0,0,10,5,2,35090040
1746,73.0386111111,-5.00583333333,1200,0,0,9,5,2,35090050
1747,72.9833333333,-5.28333333333,1725,0,0,9,5,2,35090060
1748,72.9166666667,-5.36666666667,2575,0,0,9,5,2,35090070
1749,72.9438888889,-5.57194444444,3000,5,1,2,5,4,35095030
1750,72.9172222222,-4.655,255,3,2,9,5,4,35095110
1751,72.7927777778,-4.28361111111,180,0,0,9,5,2,35100020
1752,72.9533333333,-4.46861111111,190,3,2,9,5,4,35105050
1753,72.0763888889,-4.31138888889,150,0,0,9,5,2,35120010
1754,72.1561111111,-4.34055555556,150,3,2,9,5,4,35125010
1755,72.7655555556,-3.95583333333,225,0,0,9,0,1,35130010
1756,72.6658333333,-4.93722222222,180,0,0,9,5,2,35180010
1757,72.3913888889,-4.3275,155,0,0,9,5,2,35180030
1758,72.1522222222,-4.44166666667,147,0,0,9,5,2,35180040
1759,71.9605555556,-4.41805555556,142,0,0,9,5,2,35180050
1760,72.8694444444,-5.61416666667,3400,0,0,11,5,2,35190010
1761,72.7047222222,-5.52361111111,2950,0,0,11,5,2,35190020
1762,72.9027777778,-5.20416666667,1080,0,0,10,5,2,35190030
1763,72.5438888889,-5.00944444444,290,0,0,9,5,2,35190040
1764,72.7019444444,-5.28333333333,842,0,0,9,5,2,35190050
1765,72.4586111111,-5.0975,190,0,0,9,5,2,35190070
1766,72.7502777778,-5.02055555556,460,0,2,9,5,3,35195020
1767,72.5508333333,-5.17916666667,380,3,2,9,5,4,35195030
1768,72.7172222222,-5.40722222222,1550,0,1,3,3,3,35195050
1769,72.4605555556,-5.45472222222,656,0,0,9,5,2,35210010
1770,72.3875,-5.32027777778,325,3,2,9,5,4,35215010
1771,71.3288888889,-4.79305555556,130,0,0,9,5,2,35220030
1772,71.5313888889,-4.90805555556,117,0,0,9,5,2,35220040
1773,71.4330555556,-4.91027777778,130,3,2,9,5,4,35225020
1774,71.7280555556,-5.42027777778,170,0,0,9,5,2,35230010
1775,71.9927777778,-5.72416666667,300,0,0,9,5,2,35230020
1776,72.1063888889,-5.73333333333,350,0,0,9,5,2,35230030
1777,72.5291666667,-6.01166666667,3590,0,2,9,5,3,35235010
1778,69.4233333333,-6.09555555556,82,0,0,9,5,2,35250010
1779,69.1277777778,-6.17638888889,76,0,0,9,5,2,35250020
1780,68.7775,-6.14555555556,73,0,0,9,5,2,35250030
1781,68.3941666667,-6.17527777778,67,0,0,9,5,2,35250040
1782,70.8544444444,-5.14305555556,112,0,0,9,5,2,35260010
1783,70.7055555556,-5.27083333333,108,0,0,9,5,2,35260020
1784,70.6780555556,-5.35194444444,106,0,0,9,5,2,35260030
1785,70.0333333333,-5.73333333333,94,0,0,9,5,2,35260060
1786,69.9869444444,-5.79194444444,92,0,0,9,5,2,35260070
1787,69.8438888889,-6.01027777778,89,0,0,9,5,2,35260080
1788,72.1905555556,-6.08805555556,1020,0,0,10,5,2,36020010
1789,72.01,-6.12777777778,575,0,0,3,5,2,36020020
1790,71.9758333333,-6.23527777778,860,0,0,3,1,2,36020030
1791,71.6166666667,-6.23333333333,220,0,0,9,5,2,36020040
1792,71.745,-6.45611111111,350,0,1,9,5,3,36025010
1793,69.6386111111,-6.04166666667,87,0,0,9,5,2,36030020
1794,71.7075,-6.57055555556,300,0,0,9,5,2,36030030
1795,72.5005555556,-7.29805555556,1560,0,0,11,5,2,37010010
1796,72.6647222222,-7.13944444444,2410,0,0,11,5,2,37010020
1797,72.6436111111,-7.27,2645,0,0,11,5,2,37010030
1798,72.6808333333,-7.01388888889,3320,0,0,5,5,2,37010040
1799,72.5561111111,-6.81027777778,3168,0,0,5,5,2,37010050
1800,72.8044444444,-7.02777777778,3824,0,0,6,3,2,37010060
1801,72.7127777778,-7.19833333333,2650,0,0,2,6,2,37010080
1802,72.7533333333,-7.2075,2765,5,1,11,5,4,37015010
1803,72.8686111111,-7.18694444444,3214,5,1,5,5,4,37015020
1804,72.4419444444,-7.22666666667,1045,0,0,11,5,2,37020020
